nameyear,name,datetime,year,month,day,hour,lat,long,pred_lat,pred_long,status,category,wind,pressure,ts_diameter,hu_diameter,rank
Barry-2001,Barry,8/6/2001 18:00,2001,8,6,18,32.7,-87.7,31.8,-86.9,tropical depression,-1,20,1009,,,18
Barry-2001,Barry,8/7/2001 0:00,2001,8,7,0,33.3,-88.5,32.7,-87.7,tropical depression,-1,15,1012,,,19
Chantal-2001,Chantal,8/14/2001 18:00,2001,8,14,18,12.8,-37,12.8,-37,tropical depression,-1,25,1010,,,0
Chantal-2001,Chantal,8/15/2001 0:00,2001,8,15,0,12.9,-39.3,12.8,-37,tropical depression,-1,25,1010,,,1
Chantal-2001,Chantal,8/15/2001 6:00,2001,8,15,6,12.6,-41.6,12.9,-39.3,tropical depression,-1,25,1010,,,2
Chantal-2001,Chantal,8/15/2001 12:00,2001,8,15,12,12.3,-43.9,12.6,-41.6,tropical depression,-1,30,1010,,,3
Chantal-2001,Chantal,8/15/2001 18:00,2001,8,15,18,12.3,-46.3,12.3,-43.9,tropical depression,-1,30,1010,,,4
Chantal-2001,Chantal,8/16/2001 0:00,2001,8,16,0,12.4,-48.8,12.3,-46.3,tropical depression,-1,30,1010,,,5
Chantal-2001,Chantal,8/16/2001 6:00,2001,8,16,6,12.4,-51.3,12.4,-48.8,tropical depression,-1,30,1011,,,6
Chantal-2001,Chantal,8/17/2001 12:00,2001,8,17,12,13.7,-64.6,12.4,-51.3,tropical storm,0,35,1010,,,7
Chantal-2001,Chantal,8/17/2001 18:00,2001,8,17,18,14.2,-66.4,13.7,-64.6,tropical storm,0,35,1006,,,8
Chantal-2001,Chantal,8/18/2001 0:00,2001,8,18,0,14.4,-68.2,14.2,-66.4,tropical storm,0,45,1004,,,9
Chantal-2001,Chantal,8/18/2001 6:00,2001,8,18,6,14.6,-70.4,14.4,-68.2,tropical storm,0,55,1003,,,10
Chantal-2001,Chantal,8/18/2001 12:00,2001,8,18,12,14.8,-72.9,14.6,-70.4,tropical storm,0,50,1006,,,11
Chantal-2001,Chantal,8/18/2001 18:00,2001,8,18,18,15.3,-75.2,14.8,-72.9,tropical storm,0,50,1003,,,12
Chantal-2001,Chantal,8/19/2001 0:00,2001,8,19,0,15.3,-77.2,15.3,-75.2,tropical storm,0,55,1002,,,13
Chantal-2001,Chantal,8/19/2001 6:00,2001,8,19,6,15.4,-78.4,15.3,-77.2,tropical storm,0,60,997,,,14
Chantal-2001,Chantal,8/19/2001 12:00,2001,8,19,12,15.7,-79.6,15.4,-78.4,tropical storm,0,60,1004,,,15
Chantal-2001,Chantal,8/19/2001 18:00,2001,8,19,18,16.2,-81.1,15.7,-79.6,tropical storm,0,55,1005,,,16
Chantal-2001,Chantal,8/20/2001 0:00,2001,8,20,0,16.7,-82.6,16.2,-81.1,tropical storm,0,50,1007,,,17
Chantal-2001,Chantal,8/20/2001 6:00,2001,8,20,6,17.1,-84.1,16.7,-82.6,tropical storm,0,50,1008,,,18
Chantal-2001,Chantal,8/20/2001 12:00,2001,8,20,12,17.5,-85.6,17.1,-84.1,tropical storm,0,50,1007,,,19
Chantal-2001,Chantal,8/20/2001 18:00,2001,8,20,18,17.9,-86.7,17.5,-85.6,tropical storm,0,55,1006,,,20
Chantal-2001,Chantal,8/21/2001 0:00,2001,8,21,0,18.1,-87.7,17.9,-86.7,tropical storm,0,60,1000,,,21
Chantal-2001,Chantal,8/21/2001 2:00,2001,8,21,2,18.1,-87.8,18.1,-87.7,tropical storm,0,60,999,,,22
Chantal-2001,Chantal,8/21/2001 6:00,2001,8,21,6,18.2,-88.1,18.1,-87.8,tropical storm,0,55,1000,,,23
Chantal-2001,Chantal,8/21/2001 12:00,2001,8,21,12,18.4,-88.7,18.2,-88.1,tropical storm,0,45,1002,,,24
Chantal-2001,Chantal,8/21/2001 18:00,2001,8,21,18,18.6,-89.5,18.4,-88.7,tropical storm,0,35,1006,,,25
Chantal-2001,Chantal,8/22/2001 0:00,2001,8,22,0,18.7,-90.3,18.6,-89.5,tropical depression,-1,25,1007,,,26
Chantal-2001,Chantal,8/22/2001 6:00,2001,8,22,6,18.4,-91.2,18.7,-90.3,tropical depression,-1,25,1008,,,27
Chantal-2001,Chantal,8/22/2001 12:00,2001,8,22,12,17.9,-92.2,18.4,-91.2,tropical depression,-1,25,1009,,,28
Dean-2001,Dean,8/22/2001 12:00,2001,8,22,12,17.9,-64.3,17.9,-64.3,tropical storm,0,45,1010,,,0
Dean-2001,Dean,8/22/2001 18:00,2001,8,22,18,19.1,-65.9,17.9,-64.3,tropical storm,0,50,1009,,,1
Dean-2001,Dean,8/23/2001 0:00,2001,8,23,0,19.8,-67.4,19.1,-65.9,tropical storm,0,50,1010,,,2
Dean-2001,Dean,8/23/2001 6:00,2001,8,23,6,20.7,-68.9,19.8,-67.4,tropical storm,0,50,1010,,,3
Dean-2001,Dean,8/23/2001 12:00,2001,8,23,12,21.6,-69.8,20.7,-68.9,tropical depression,-1,30,1012,,,4
Dean-2001,Dean,8/26/2001 18:00,2001,8,26,18,35.5,-65,21.6,-69.8,tropical depression,-1,30,1004,,,5
Dean-2001,Dean,8/27/2001 0:00,2001,8,27,0,36.3,-63.3,35.5,-65,tropical storm,0,40,1001,,,6
Dean-2001,Dean,8/27/2001 6:00,2001,8,27,6,37.7,-62,36.3,-63.3,tropical storm,0,50,1000,,,7
Dean-2001,Dean,8/27/2001 12:00,2001,8,27,12,38.9,-60.7,37.7,-62,tropical storm,0,55,996,,,8
Dean-2001,Dean,8/27/2001 18:00,2001,8,27,18,40.6,-59.4,38.9,-60.7,tropical storm,0,60,994,,,9
Dean-2001,Dean,8/28/2001 0:00,2001,8,28,0,42.1,-57.5,40.6,-59.4,tropical storm,0,60,995,,,10
Dean-2001,Dean,8/28/2001 6:00,2001,8,28,6,43.5,-56,42.1,-57.5,tropical storm,0,55,996,,,11
Dean-2001,Dean,8/28/2001 12:00,2001,8,28,12,44,-53.4,43.5,-56,tropical storm,0,50,997,,,12
Erin-2001,Erin,9/1/2001 18:00,2001,9,1,18,12.5,-34.3,12.5,-34.3,tropical depression,-1,30,1006,,,0
Erin-2001,Erin,9/2/2001 0:00,2001,9,2,0,12.9,-35.9,12.5,-34.3,tropical depression,-1,30,1005,,,1
Erin-2001,Erin,9/2/2001 6:00,2001,9,2,6,13.2,-37.5,12.9,-35.9,tropical storm,0,40,1002,,,2
Erin-2001,Erin,9/2/2001 12:00,2001,9,2,12,13.5,-39,13.2,-37.5,tropical storm,0,45,1003,,,3
Erin-2001,Erin,9/2/2001 18:00,2001,9,2,18,14.1,-40.6,13.5,-39,tropical storm,0,45,1003,,,4
Erin-2001,Erin,9/3/2001 0:00,2001,9,3,0,14.7,-42.2,14.1,-40.6,tropical storm,0,45,1003,,,5
Erin-2001,Erin,9/3/2001 6:00,2001,9,3,6,15.3,-43.7,14.7,-42.2,tropical storm,0,50,1003,,,6
Erin-2001,Erin,9/3/2001 12:00,2001,9,3,12,15.9,-45.3,15.3,-43.7,tropical storm,0,50,1003,,,7
Erin-2001,Erin,9/3/2001 18:00,2001,9,3,18,16.3,-47.1,15.9,-45.3,tropical storm,0,40,1002,,,8
Erin-2001,Erin,9/4/2001 0:00,2001,9,4,0,16.7,-48.7,16.3,-47.1,tropical storm,0,40,1002,,,9
Erin-2001,Erin,9/4/2001 6:00,2001,9,4,6,17,-50.3,16.7,-48.7,tropical storm,0,45,1000,,,10
Erin-2001,Erin,9/4/2001 12:00,2001,9,4,12,17,-52,17,-50.3,tropical storm,0,45,1000,,,11
Erin-2001,Erin,9/4/2001 18:00,2001,9,4,18,17.2,-53.4,17,-52,tropical storm,0,45,1000,,,12
Erin-2001,Erin,9/5/2001 0:00,2001,9,5,0,17.4,-54.8,17.2,-53.4,tropical storm,0,45,1000,,,13
Erin-2001,Erin,9/5/2001 6:00,2001,9,5,6,17.8,-55.9,17.4,-54.8,tropical storm,0,45,1000,,,14
Erin-2001,Erin,9/5/2001 12:00,2001,9,5,12,18.1,-57,17.8,-55.9,tropical storm,0,35,1013,,,15
Erin-2001,Erin,9/6/2001 18:00,2001,9,6,18,23.2,-58.4,18.1,-57,tropical depression,-1,25,1013,,,16
Erin-2001,Erin,9/7/2001 0:00,2001,9,7,0,23.9,-58.1,23.2,-58.4,tropical depression,-1,25,1012,,,17
Erin-2001,Erin,9/7/2001 6:00,2001,9,7,6,24.4,-57.6,23.9,-58.1,tropical depression,-1,30,1008,,,18
Erin-2001,Erin,9/7/2001 12:00,2001,9,7,12,24.9,-57.8,24.4,-57.6,tropical depression,-1,30,1008,,,19
Erin-2001,Erin,9/7/2001 18:00,2001,9,7,18,25.3,-58,24.9,-57.8,tropical storm,0,35,1005,,,20
Erin-2001,Erin,9/8/2001 0:00,2001,9,8,0,26,-58.3,25.3,-58,tropical storm,0,35,1004,,,21
Erin-2001,Erin,9/8/2001 6:00,2001,9,8,6,26.5,-58.8,26,-58.3,tropical storm,0,40,999,,,22
Erin-2001,Erin,9/8/2001 12:00,2001,9,8,12,27.2,-59.2,26.5,-58.8,tropical storm,0,45,999,,,23
Erin-2001,Erin,9/8/2001 18:00,2001,9,8,18,28.4,-59.8,27.2,-59.2,tropical storm,0,60,994,,,24
Erin-2001,Erin,9/9/2001 0:00,2001,9,9,0,29.7,-60.4,28.4,-59.8,hurricane,1,75,987,,,25
Erin-2001,Erin,9/9/2001 6:00,2001,9,9,6,30.6,-61.3,29.7,-60.4,hurricane,2,90,982,,,26
Erin-2001,Erin,9/9/2001 12:00,2001,9,9,12,31.5,-62.2,30.6,-61.3,hurricane,2,95,979,,,27
Erin-2001,Erin,9/9/2001 18:00,2001,9,9,18,32.4,-62.8,31.5,-62.2,hurricane,3,105,968,,,28
Erin-2001,Erin,9/10/2001 0:00,2001,9,10,0,33.3,-63.3,32.4,-62.8,hurricane,3,105,969,,,29
Erin-2001,Erin,9/10/2001 6:00,2001,9,10,6,34.2,-64.1,33.3,-63.3,hurricane,3,105,969,,,30
Erin-2001,Erin,9/10/2001 12:00,2001,9,10,12,34.9,-64.7,34.2,-64.1,hurricane,3,100,969,,,31
Erin-2001,Erin,9/10/2001 18:00,2001,9,10,18,35.7,-65.4,34.9,-64.7,hurricane,2,90,970,,,32
Erin-2001,Erin,9/11/2001 0:00,2001,9,11,0,36.4,-65.7,35.7,-65.4,hurricane,1,80,973,,,33
Erin-2001,Erin,9/11/2001 6:00,2001,9,11,6,36.9,-65.9,36.4,-65.7,hurricane,1,80,976,,,34
Erin-2001,Erin,9/11/2001 12:00,2001,9,11,12,37.4,-65.6,36.9,-65.9,hurricane,1,80,976,,,35
Erin-2001,Erin,9/11/2001 18:00,2001,9,11,18,37.8,-65.1,37.4,-65.6,hurricane,1,80,976,,,36
Erin-2001,Erin,9/12/2001 0:00,2001,9,12,0,38,-64.3,37.8,-65.1,hurricane,1,80,976,,,37
Erin-2001,Erin,9/12/2001 6:00,2001,9,12,6,38,-63.3,38,-64.3,hurricane,1,75,979,,,38
Erin-2001,Erin,9/12/2001 12:00,2001,9,12,12,37.9,-62.6,38,-63.3,hurricane,1,75,979,,,39
Erin-2001,Erin,9/12/2001 18:00,2001,9,12,18,37.9,-62,37.9,-62.6,hurricane,1,75,979,,,40
Erin-2001,Erin,9/13/2001 0:00,2001,9,13,0,38.1,-61.4,37.9,-62,hurricane,1,75,979,,,41
Erin-2001,Erin,9/13/2001 6:00,2001,9,13,6,38.3,-61,38.1,-61.4,hurricane,1,70,982,,,42
Erin-2001,Erin,9/13/2001 12:00,2001,9,13,12,38.8,-60.6,38.3,-61,hurricane,1,70,982,,,43
Erin-2001,Erin,9/13/2001 18:00,2001,9,13,18,39.6,-60.2,38.8,-60.6,hurricane,1,70,982,,,44
Erin-2001,Erin,9/14/2001 0:00,2001,9,14,0,40.6,-59.3,39.6,-60.2,hurricane,1,70,982,,,45
Erin-2001,Erin,9/14/2001 6:00,2001,9,14,6,42,-58.1,40.6,-59.3,hurricane,1,65,987,,,46
Erin-2001,Erin,9/14/2001 12:00,2001,9,14,12,43.3,-56.7,42,-58.1,hurricane,1,65,987,,,47
Erin-2001,Erin,9/14/2001 18:00,2001,9,14,18,44.7,-55.2,43.3,-56.7,hurricane,1,65,984,,,48
Erin-2001,Erin,9/15/2001 0:00,2001,9,15,0,46.7,-52.7,44.7,-55.2,tropical storm,0,60,981,,,49
Felix-2001,Felix,9/7/2001 18:00,2001,9,7,18,13.9,-28.4,13.9,-28.4,tropical depression,-1,30,1008,,,0
Felix-2001,Felix,9/8/2001 0:00,2001,9,8,0,14.4,-29.5,13.9,-28.4,tropical depression,-1,30,1007,,,1
Felix-2001,Felix,9/8/2001 6:00,2001,9,8,6,14.8,-31,14.4,-29.5,tropical depression,-1,30,1007,,,2
Felix-2001,Felix,9/8/2001 12:00,2001,9,8,12,15,-33,14.8,-31,tropical depression,-1,30,1008,,,3
Felix-2001,Felix,9/10/2001 6:00,2001,9,10,6,16,-43.7,15,-33,tropical depression,-1,30,1008,,,4
Felix-2001,Felix,9/10/2001 12:00,2001,9,10,12,16.5,-44.8,16,-43.7,tropical depression,-1,30,1008,,,5
Felix-2001,Felix,9/10/2001 18:00,2001,9,10,18,16.9,-45.8,16.5,-44.8,tropical depression,-1,30,1007,,,6
Felix-2001,Felix,9/11/2001 0:00,2001,9,11,0,17.3,-46.8,16.9,-45.8,tropical depression,-1,30,1006,,,7
Felix-2001,Felix,9/11/2001 6:00,2001,9,11,6,17.8,-47.4,17.3,-46.8,tropical depression,-1,30,1004,,,8
Felix-2001,Felix,9/11/2001 12:00,2001,9,11,12,18.6,-47.7,17.8,-47.4,tropical storm,0,35,1003,,,9
Felix-2001,Felix,9/11/2001 18:00,2001,9,11,18,19.4,-48,18.6,-47.7,tropical storm,0,35,1003,,,10
Felix-2001,Felix,9/12/2001 0:00,2001,9,12,0,20.2,-48.4,19.4,-48,tropical storm,0,40,1000,,,11
Felix-2001,Felix,9/12/2001 6:00,2001,9,12,6,21,-48.8,20.2,-48.4,tropical storm,0,45,998,,,12
Felix-2001,Felix,9/12/2001 12:00,2001,9,12,12,22,-48.9,21,-48.8,tropical storm,0,55,994,,,13
Felix-2001,Felix,9/12/2001 18:00,2001,9,12,18,22.9,-49,22,-48.9,tropical storm,0,60,993,,,14
Felix-2001,Felix,9/13/2001 0:00,2001,9,13,0,23.9,-48.9,22.9,-49,hurricane,1,65,987,,,15
Felix-2001,Felix,9/13/2001 6:00,2001,9,13,6,24.8,-48.6,23.9,-48.9,hurricane,1,75,979,,,16
Felix-2001,Felix,9/13/2001 12:00,2001,9,13,12,25.9,-48.4,24.8,-48.6,hurricane,2,85,972,,,17
Felix-2001,Felix,9/13/2001 18:00,2001,9,13,18,27.1,-48,25.9,-48.4,hurricane,2,95,966,,,18
Felix-2001,Felix,9/14/2001 0:00,2001,9,14,0,28.2,-47.2,27.1,-48,hurricane,3,100,962,,,19
Felix-2001,Felix,9/14/2001 6:00,2001,9,14,6,29.3,-46.6,28.2,-47.2,hurricane,3,100,962,,,20
Felix-2001,Felix,9/14/2001 12:00,2001,9,14,12,30.1,-45.5,29.3,-46.6,hurricane,2,95,966,,,21
Felix-2001,Felix,9/14/2001 18:00,2001,9,14,18,30.9,-44.3,30.1,-45.5,hurricane,2,90,970,,,22
Felix-2001,Felix,9/15/2001 0:00,2001,9,15,0,31.2,-42.8,30.9,-44.3,hurricane,2,90,970,,,23
Felix-2001,Felix,9/15/2001 6:00,2001,9,15,6,31.5,-41.4,31.2,-42.8,hurricane,2,90,970,,,24
Felix-2001,Felix,9/15/2001 12:00,2001,9,15,12,31.7,-39.5,31.5,-41.4,hurricane,2,90,970,,,25
Felix-2001,Felix,9/15/2001 18:00,2001,9,15,18,32.1,-37.6,31.7,-39.5,hurricane,2,85,975,,,26
Felix-2001,Felix,9/16/2001 0:00,2001,9,16,0,32.1,-36,32.1,-37.6,hurricane,2,85,975,,,27
Felix-2001,Felix,9/16/2001 6:00,2001,9,16,6,32.6,-34.8,32.1,-36,hurricane,1,80,976,,,28
Felix-2001,Felix,9/16/2001 12:00,2001,9,16,12,33.4,-33.3,32.6,-34.8,hurricane,1,75,977,,,29
Felix-2001,Felix,9/16/2001 18:00,2001,9,16,18,34.3,-32.4,33.4,-33.3,hurricane,1,70,979,,,30
Felix-2001,Felix,9/17/2001 0:00,2001,9,17,0,35.1,-32,34.3,-32.4,hurricane,1,70,981,,,31
Felix-2001,Felix,9/17/2001 6:00,2001,9,17,6,35.4,-31.7,35.1,-32,hurricane,1,65,983,,,32
Felix-2001,Felix,9/17/2001 12:00,2001,9,17,12,35.3,-31.5,35.4,-31.7,tropical storm,0,60,985,,,33
Felix-2001,Felix,9/17/2001 18:00,2001,9,17,18,35.2,-31.8,35.3,-31.5,tropical storm,0,55,990,,,34
Felix-2001,Felix,9/18/2001 0:00,2001,9,18,0,35,-32,35.2,-31.8,tropical storm,0,45,995,,,35
Felix-2001,Felix,9/18/2001 6:00,2001,9,18,6,34.8,-32,35,-32,tropical storm,0,40,998,,,36
Felix-2001,Felix,9/18/2001 12:00,2001,9,18,12,34.7,-31.9,34.8,-32,tropical storm,0,35,1001,,,37
Felix-2001,Felix,9/18/2001 18:00,2001,9,18,18,34.7,-31.7,34.7,-31.9,tropical depression,-1,30,1002,,,38
Felix-2001,Felix,9/19/2001 0:00,2001,9,19,0,34.6,-31.6,34.7,-31.7,tropical depression,-1,25,1002,,,39
Gabrielle-2001,Gabrielle,9/11/2001 18:00,2001,9,11,18,25.8,-84.1,25.8,-84.1,tropical depression,-1,25,1010,,,0
Gabrielle-2001,Gabrielle,9/12/2001 0:00,2001,9,12,0,25.7,-84.6,25.8,-84.1,tropical depression,-1,25,1009,,,1
Gabrielle-2001,Gabrielle,9/12/2001 6:00,2001,9,12,6,25.7,-85,25.7,-84.6,tropical depression,-1,25,1008,,,2
Gabrielle-2001,Gabrielle,9/12/2001 12:00,2001,9,12,12,25.6,-85.3,25.7,-85,tropical depression,-1,25,1008,,,3
Gabrielle-2001,Gabrielle,9/12/2001 18:00,2001,9,12,18,25.4,-85.4,25.6,-85.3,tropical depression,-1,30,1007,,,4
Gabrielle-2001,Gabrielle,9/13/2001 0:00,2001,9,13,0,25.1,-85.7,25.4,-85.4,tropical depression,-1,30,1005,,,5
Gabrielle-2001,Gabrielle,9/13/2001 6:00,2001,9,13,6,25.2,-85.3,25.1,-85.7,tropical depression,-1,30,1005,,,6
Gabrielle-2001,Gabrielle,9/13/2001 12:00,2001,9,13,12,25.3,-84.9,25.2,-85.3,tropical storm,0,35,1003,,,7
Gabrielle-2001,Gabrielle,9/13/2001 18:00,2001,9,13,18,25.4,-84.5,25.3,-84.9,tropical storm,0,40,998,,,8
Gabrielle-2001,Gabrielle,9/14/2001 0:00,2001,9,14,0,25.4,-84.1,25.4,-84.5,tropical storm,0,45,997,,,9
Gabrielle-2001,Gabrielle,9/14/2001 6:00,2001,9,14,6,25.8,-83.6,25.4,-84.1,tropical storm,0,50,992,,,10
Gabrielle-2001,Gabrielle,9/14/2001 12:00,2001,9,14,12,27.1,-82.6,25.8,-83.6,tropical storm,0,60,983,,,11
Gabrielle-2001,Gabrielle,9/14/2001 18:00,2001,9,14,18,28,-81.8,27.1,-82.6,tropical storm,0,45,994,,,12
Gabrielle-2001,Gabrielle,9/15/2001 0:00,2001,9,15,0,28.6,-81.4,28,-81.8,tropical storm,0,40,995,,,13
Gabrielle-2001,Gabrielle,9/15/2001 6:00,2001,9,15,6,28.6,-80.9,28.6,-81.4,tropical storm,0,40,995,,,14
Gabrielle-2001,Gabrielle,9/15/2001 12:00,2001,9,15,12,28.9,-80.1,28.6,-80.9,tropical storm,0,40,998,,,15
Gabrielle-2001,Gabrielle,9/15/2001 18:00,2001,9,15,18,29.8,-79,28.9,-80.1,tropical storm,0,45,999,,,16
Gabrielle-2001,Gabrielle,9/16/2001 0:00,2001,9,16,0,30.4,-77.9,29.8,-79,tropical storm,0,50,998,,,17
Gabrielle-2001,Gabrielle,9/16/2001 6:00,2001,9,16,6,30.8,-76.8,30.4,-77.9,tropical storm,0,50,998,,,18
Gabrielle-2001,Gabrielle,9/16/2001 12:00,2001,9,16,12,31.6,-74.9,30.8,-76.8,tropical storm,0,55,995,,,19
Gabrielle-2001,Gabrielle,9/16/2001 18:00,2001,9,16,18,32.3,-72.8,31.6,-74.9,tropical storm,0,55,995,,,20
Gabrielle-2001,Gabrielle,9/17/2001 0:00,2001,9,17,0,33.1,-70.7,32.3,-72.8,hurricane,1,65,991,,,21
Gabrielle-2001,Gabrielle,9/17/2001 6:00,2001,9,17,6,34,-68.5,33.1,-70.7,hurricane,1,65,991,,,22
Gabrielle-2001,Gabrielle,9/17/2001 12:00,2001,9,17,12,35.3,-66.6,34,-68.5,hurricane,1,70,983,,,23
Gabrielle-2001,Gabrielle,9/17/2001 18:00,2001,9,17,18,36.2,-64.7,35.3,-66.6,hurricane,1,70,983,,,24
Gabrielle-2001,Gabrielle,9/18/2001 0:00,2001,9,18,0,36.9,-62.9,36.2,-64.7,tropical storm,0,60,987,,,25
Gabrielle-2001,Gabrielle,9/18/2001 6:00,2001,9,18,6,37.9,-61.8,36.9,-62.9,tropical storm,0,55,990,,,26
Gabrielle-2001,Gabrielle,9/18/2001 12:00,2001,9,18,12,39,-60.4,37.9,-61.8,tropical storm,0,55,990,,,27
Gabrielle-2001,Gabrielle,9/18/2001 18:00,2001,9,18,18,40.2,-58.9,39,-60.4,tropical storm,0,60,980,,,28
Gabrielle-2001,Gabrielle,9/19/2001 0:00,2001,9,19,0,41.5,-57.5,40.2,-58.9,tropical storm,0,60,975,,,29
AL092001-2001,AL092001,9/19/2001 18:00,2001,9,19,18,13.4,-81.9,13.4,-81.9,tropical depression,-1,30,1008,,,0
AL092001-2001,AL092001,9/19/2001 21:00,2001,9,19,21,13.6,-82.7,13.4,-81.9,tropical depression,-1,30,1005,,,1
AL092001-2001,AL092001,9/20/2001 0:00,2001,9,20,0,13.9,-83.5,13.6,-82.7,tropical depression,-1,30,1006,,,2
AL092001-2001,AL092001,9/20/2001 6:00,2001,9,20,6,14.5,-85.1,13.9,-83.5,tropical depression,-1,25,1008,,,3
Humberto-2001,Humberto,9/21/2001 12:00,2001,9,21,12,25.1,-64.2,25.1,-64.2,tropical depression,-1,25,1012,,,0
Humberto-2001,Humberto,9/21/2001 18:00,2001,9,21,18,25.8,-65,25.1,-64.2,tropical depression,-1,25,1012,,,1
Humberto-2001,Humberto,9/22/2001 0:00,2001,9,22,0,26.5,-65.5,25.8,-65,tropical depression,-1,25,1010,,,2
Humberto-2001,Humberto,9/22/2001 6:00,2001,9,22,6,27.2,-65.9,26.5,-65.5,tropical depression,-1,30,1010,,,3
Humberto-2001,Humberto,9/22/2001 12:00,2001,9,22,12,27.9,-66.3,27.2,-65.9,tropical storm,0,40,1007,,,4
Humberto-2001,Humberto,9/22/2001 18:00,2001,9,22,18,28.6,-66.7,27.9,-66.3,tropical storm,0,50,998,,,5
Humberto-2001,Humberto,9/23/2001 0:00,2001,9,23,0,29.3,-67,28.6,-66.7,tropical storm,0,55,995,,,6
Humberto-2001,Humberto,9/23/2001 6:00,2001,9,23,6,30.1,-67.3,29.3,-67,tropical storm,0,55,994,,,7
Humberto-2001,Humberto,9/23/2001 12:00,2001,9,23,12,31,-67.5,30.1,-67.3,hurricane,1,65,990,,,8
Humberto-2001,Humberto,9/23/2001 18:00,2001,9,23,18,31.9,-67.4,31,-67.5,hurricane,1,80,986,,,9
Humberto-2001,Humberto,9/24/2001 0:00,2001,9,24,0,32.8,-67.1,31.9,-67.4,hurricane,2,85,983,,,10
Humberto-2001,Humberto,9/24/2001 6:00,2001,9,24,6,33.8,-66.8,32.8,-67.1,hurricane,1,75,989,,,11
Humberto-2001,Humberto,9/24/2001 12:00,2001,9,24,12,35,-66.3,33.8,-66.8,hurricane,1,70,990,,,12
Humberto-2001,Humberto,9/24/2001 18:00,2001,9,24,18,35.9,-65.4,35,-66.3,hurricane,1,70,991,,,13
Humberto-2001,Humberto,9/25/2001 0:00,2001,9,25,0,36.8,-64.3,35.9,-65.4,hurricane,1,65,992,,,14
Humberto-2001,Humberto,9/25/2001 6:00,2001,9,25,6,37.7,-63.4,36.8,-64.3,hurricane,1,65,992,,,15
Humberto-2001,Humberto,9/25/2001 12:00,2001,9,25,12,38.5,-62.4,37.7,-63.4,hurricane,1,65,992,,,16
Humberto-2001,Humberto,9/25/2001 18:00,2001,9,25,18,39.2,-61.6,38.5,-62.4,hurricane,1,65,990,,,17
Humberto-2001,Humberto,9/26/2001 0:00,2001,9,26,0,39.6,-60.7,39.2,-61.6,hurricane,1,65,990,,,18
Humberto-2001,Humberto,9/26/2001 6:00,2001,9,26,6,40.4,-60.3,39.6,-60.7,hurricane,1,75,980,,,19
Humberto-2001,Humberto,9/26/2001 12:00,2001,9,26,12,41,-59.2,40.4,-60.3,hurricane,2,90,970,,,20
Humberto-2001,Humberto,9/26/2001 18:00,2001,9,26,18,41.8,-57.5,41,-59.2,hurricane,1,80,977,,,21
Humberto-2001,Humberto,9/27/2001 0:00,2001,9,27,0,42.2,-54.6,41.8,-57.5,hurricane,1,70,987,,,22
Humberto-2001,Humberto,9/27/2001 6:00,2001,9,27,6,42.4,-51.3,42.2,-54.6,hurricane,1,65,991,,,23
Humberto-2001,Humberto,9/27/2001 12:00,2001,9,27,12,42.2,-47.5,42.4,-51.3,tropical storm,0,60,994,,,24
Humberto-2001,Humberto,9/27/2001 18:00,2001,9,27,18,41.5,-44.5,42.2,-47.5,tropical storm,0,45,996,,,25
Iris-2001,Iris,10/4/2001 12:00,2001,10,4,12,12.3,-58.2,12.3,-58.2,tropical depression,-1,25,1011,,,0
Iris-2001,Iris,10/4/2001 18:00,2001,10,4,18,12.8,-59.9,12.3,-58.2,tropical depression,-1,30,1010,,,1
Iris-2001,Iris,10/5/2001 0:00,2001,10,5,0,13.4,-61.4,12.8,-59.9,tropical depression,-1,30,1010,,,2
Iris-2001,Iris,10/5/2001 6:00,2001,10,5,6,14,-63,13.4,-61.4,tropical depression,-1,30,1010,,,3
Iris-2001,Iris,10/5/2001 12:00,2001,10,5,12,14.8,-64.5,14,-63,tropical storm,0,35,1008,,,4
Iris-2001,Iris,10/5/2001 18:00,2001,10,5,18,15.5,-66,14.8,-64.5,tropical storm,0,45,1005,,,5
Iris-2001,Iris,10/6/2001 0:00,2001,10,6,0,15.7,-67.7,15.5,-66,tropical storm,0,50,1001,,,6
Iris-2001,Iris,10/6/2001 6:00,2001,10,6,6,16,-69,15.7,-67.7,tropical storm,0,55,998,,,7
Iris-2001,Iris,10/6/2001 12:00,2001,10,6,12,16.5,-70.5,16,-69,tropical storm,0,55,998,,,8
Iris-2001,Iris,10/6/2001 18:00,2001,10,6,18,16.9,-72.2,16.5,-70.5,hurricane,1,65,992,,,9
Iris-2001,Iris,10/7/2001 0:00,2001,10,7,0,16.9,-74,16.9,-72.2,hurricane,1,75,993,,,10
Iris-2001,Iris,10/7/2001 6:00,2001,10,7,6,16.9,-75.3,16.9,-74,hurricane,1,75,989,,,11
Iris-2001,Iris,10/7/2001 12:00,2001,10,7,12,17.3,-77,16.9,-75.3,hurricane,1,75,989,,,12
Iris-2001,Iris,10/7/2001 18:00,2001,10,7,18,17.4,-78.9,17.3,-77,hurricane,1,75,991,,,13
Iris-2001,Iris,10/8/2001 0:00,2001,10,8,0,17.3,-80.6,17.4,-78.9,hurricane,1,80,988,,,14
Iris-2001,Iris,10/8/2001 6:00,2001,10,8,6,17.2,-82.3,17.3,-80.6,hurricane,2,90,963,,,15
Iris-2001,Iris,10/8/2001 12:00,2001,10,8,12,17.1,-84,17.2,-82.3,hurricane,4,120,950,,,16
